Layer,Target,Num_Devices,Device_List,Num_Vendors,Vendors,Is_Implicit,FlowUID_Count,FlowSet_Hash,Dedup_Group_ID,Dedup_Group_Size
Service,dp-gw-na.amazon.com,18,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Echo Look_Our2|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,833,0509b988e8b5cc6344c2f4aa579087a88ac0a74f,SET_000594,1
Service,arcus-uswest.amazon.com,18,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Echo Look_Our2|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,824,6f410ef8a7da80f2be78e1665b74d409dae2f496,SET_000595,1
Service,dcape-na.amazon.com,19,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen1_YT|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Echodot3a_IoTLS|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,331,3fa165ffea9c2b741796845e790421a031eaec47,SET_000598,1
Service,device-metrics-us.amazon.com,19,Amazon Echo Gen1_Mon(uk)|Amazon Echo Gen1_Mon(us)|Amazon Echo Gen1_Our|Amazon Echo Gen1_Our2|Amazon Echo Gen1_UNSW|Amazon Echo Gen1_YT|Amazon Echo Gen2_Mon(uk)|Amazon Echo Gen2_Mon(us)|Amazon Echo Gen2_Our|Amazon Echo Gen3_Mon(uk)|Amazon Echo Gen3_Mon(us)|Amazon Echo Look_Our|Amazon Fire TV_IoTLS|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|Amazon T-echodot_IoTLS|Cloud Camera_Mon(us)|Samsung Dryer_IoTLS,3,amazon|samsung|unknown,TRUE,5715,1816be0af96c6aae6cd91e778db2447f0cc5a6d3,SET_000600,1
Service,c.media-amazon.com,6,Amazon Echo Gen3_Mon(uk)|Amazon Fire TV_Mon(uk)|Amazon Fire TV_Mon(us)|Amazon Fire TV_YT|LG Smart TV_Mon(us)|Samsung Smart TV_YT,3,amazon|lg|samsung,TRUE,116,6592377cfeea5e33cd5a1fb3cc0c8ba53ad98e5d,SET_000605,1
Service,ot.io.mi.com,4,Smartmi Humidifier_selfdata|Xiaomi Camera_Mon(uk)|Xiaomi Strip_Mon(us)|xiaobaismart_camera,3,smartmi|xiaobai|xiaomi,TRUE,24,22b334f30348b0d816318b04b6aff192642adc95,SET_000609,1
Service,weblb-wg.dual-gslb.spotify.com,3,Amazon Echo Gen1_YT|Harmon Kardon Invoke_YT|Sonos_YT,3,amazon|harman kardon|sonos,TRUE,14,d0c9ebed1d73ea10aab967b7f1190bb3089662a5,SET_000402,2
Service,iotx-ota.oss-cn-shanghai.aliyuncs.com.gds.alibabadns.com,3,Tenda Camera_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,tenda|xiaobai|xiaopai,TRUE,3,49fda1871018b6edf1d1f5e33757c41f4772c3d7,SET_000404,2
Service,iot-auth-global.cn-shanghai.aliyuncs.com,3,Bull Plug_selfdata|Xiaobai Camera_selfdata|Xiaopai Camera_selfdata,3,bull|xiaobai|xiaopai,TRUE,4,96d2074c129c783a4ffd7300a30eb2df06596f73,SET_000422,2
Service,business.smartcamera.api.io.mi.com,5,Xiaobai Doorbell_selfdata|Xiaobai Y2camera_selfdata|Xiaomao Camera_selfdata|Xiaomi Camera_selfdata|xiaobaismart_camera,3,xiaobai|xiaomao|xiaomi,TRUE,31,a4cd2980e86fb1512a20dc486b828df4a126ba37,SET_000612,1
Service,www.a.shifen.com,3,Lenovo Camera_selfdata|Midea Speaker_selfdata|Xiaodu Clock_selfdata,3,lenovo|midea|xiaodu,TRUE,869,e9439f60410f2d83c44ef92b72e37e1175618442,SET_000614,1
Service,data.hicloud.com,4,Dalen Light_selfdata|Huawei Sound_selfdata|Huaweizhengtai Plug_selfdata|Xiaotun Camera_selfdata,3,dalen|huawei|xiaotun,TRUE,10,860881e93eccd791e0bc59da808ed8b029de9df5,SET_000618,1
Infrastructure,xiaosache.com,3,Lenovo Camera_selfdata|Pisen Camera_selfdata|Xiaobai Camera_selfdata,3,lenovo|pisen|xiaobai,TRUE,3,44c6a9c2a3d1eb21a9fde40555871ee16de0a553,SET_000156,2
Infrastructure,vpc-sh-prod.mqtt.iotgds.aliyuncs.com.gds.alibabadns.com,3,Lenovo Camera_selfdata|Tenda Camera_selfdata|Xiaopai Camera_selfdata,3,lenovo|tenda|xiaopai,TRUE,5,5669e877cd93cc8dccfd6704b0a22bf0253de422,SET_000403,2
IP,212.227.81.55,3,Canary_YT|Nest CamIQ_YT|Nest Guard_YT,2,canary|nest,TRUE,10,c633bac5110017f26aaa29ef8d375224d82d318e,SET_000002,1
IP,172.217.0.78,3,Google Home Mini_YT|Google Home_YT|Nest CamIQ_YT,2,google|nest,TRUE,6540,05c76f5a1fbba45a8bb736faec0921425d3c4e2c,SET_000003,1
IP,173.194.175.138,2,Google Home_YT|Nest Guard_YT,2,google|nest,TRUE,4,e21f462d71a356538afbcb287ca257b8464e0e80,SET_000011,1
IP,155.33.33.70,2,LG Smart TV_Mon(us)|Nest Tstat_Mon(us),2,lg|nest,TRUE,10,fe40c737c8af91f214257795bcd0856732662709,SET_000013,2
IP,74.125.21.188,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,447,e38341218ebb80739b49ea9686ee2c8f7236468c,SET_000015,1
IP,74.125.21.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,692,f3945a1e62a1b89bcf1b6a0a2576c2e62ffd12d8,SET_000017,1
IP,74.125.21.102,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,712,ef22b0c3c31fb57ce35427f21d854178895de76a,SET_000018,1
IP,74.125.21.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,169,69feaf3a39d337e20fe382082e098d0bda231b12,SET_000020,1
IP,172.217.4.10,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,69,7e6630b51959bfcc32ef6315c69fbe343b9b6c03,SET_000021,1
IP,172.217.2.42,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,72,74a1fedb62dcba549b7cd01203a9b35e75320e71,SET_000022,1
IP,74.125.21.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,590,bdbe98b709a9282feeeba615bbe0e647cec144cd,SET_000023,1
IP,54.209.200.219,3,Roku TV_Mon(uk)|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,5,85386f811e82e389735012657ab1382d08dfc36f,SET_000025,1
IP,69.28.157.182,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,659,6af9b232eab9b2e4c3426f9e9ebea1f366719da4,SET_000026,1
IP,172.217.164.74,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,91,ee4bfcf6379e8cf8ed454213ac5e5360c5b2f31b,SET_000027,1
IP,172.217.0.74,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,73,d577d3ae2952eda7bbdeac5a92c25b4cec4e3b6e,SET_000028,1
IP,74.125.21.99,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,67343e9776db6c85b84657d05c30fbb013dc3bb3,SET_000029,1
IP,173.194.219.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,75,44fbd06422b30b7acb7cd5329d8bd6d015593c2d,SET_000030,1
IP,173.194.219.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2160,c5eca3e27d5c94ae575713fc2b1fea3ec48407c8,SET_000031,1
IP,173.194.219.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2096,86a6158822ba709239046887ed6389eea322d075,SET_000032,1
IP,74.125.138.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,50,0acb65037e791c948685b7fe385ab777cbea7eed,SET_000033,1
IP,172.217.12.106,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,60,346b1ef633308dedb21c4c379d5b91b9cba6c1a6,SET_000034,1
IP,74.125.21.94,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,72,76ca6e86241551c56626fec6e0241c5d1556c838,SET_000035,1
IP,74.125.138.188,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,299,65c914b25906255a207e132f5093ed6268eae659,SET_000036,1
IP,172.217.3.234,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,54,342ffa6b35314fd1c30c6f04c8634226a6707040,SET_000037,1
IP,52.20.246.12,2,Roku TV_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,2,6a7435abc75d1d093b725964f26b648b08c0682c,SET_000038,1
IP,216.58.193.170,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,52,f5796f64f91073d835991be530b9930d95db116d,SET_000039,1
IP,74.125.136.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,88,9b79c05eaca1977ff4464d532edc72a01a250c05,SET_000040,1
IP,74.125.21.147,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,11775edc18ad2f8f3f9d22863984b70b7e451bac,SET_000041,1
IP,64.233.176.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,9,84ae43cbfebf3defb7736c6b8a5d5217ea2b55b4,SET_000042,1
IP,172.217.0.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,74,a0d59e1000803c6236f164ccfa60a19578149eaf,SET_000043,1
IP,74.125.196.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,106,6b9bfafd956e53101cbb0c282f24f9424ca4b649,SET_000044,1
IP,172.217.10.202,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,23,d3177205f64b40213a36fc7a84f572b7e3116282,SET_000045,1
IP,173.194.219.99,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,8,b7cb80a255d57592d9cda4300f3e7fa8a4235de9,SET_000047,1
IP,216.58.195.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,32,b5239120fbf4b20037958606bf1c90b5a8d72b8b,SET_000048,1
IP,173.194.219.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2022,cb9008987f65302a950ab777dcf53699133875fc,SET_000049,1
IP,173.194.219.139,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2077,5c92c0af5d6e33cf98e729793600b7a6a1402cb9,SET_000050,1
IP,173.194.219.102,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2055,c736aa3f4a8f13e5808547cd56a65766e0eeb31e,SET_000051,1
IP,173.194.219.147,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,3,c4836c0814e7dda1ab0c062bc456b0768b5728c9,SET_000052,1
IP,216.58.195.10,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,27,dd2882226e5a9c42ffbf3b2bedeebd46002220b6,SET_000055,1
IP,52.1.221.71,2,Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,9,2e1276d086aaac02f3e4b53e4f301279409328f6,SET_000056,1
IP,172.217.11.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,75,386f075c326e5d0b14060ef48a4431d6de1cbc28,SET_000057,1
IP,172.217.10.170,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,11,8e8339a20357b3008b7581319c215f61895f012d,SET_000058,1
IP,108.177.122.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,30,e0ab7bead297ca812048a42c71198afdd5273bfd,SET_000059,1
IP,74.125.29.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,4,d18d6a3fa21355e5bdedc5499fa32227b038edd3,SET_000060,1
IP,34.232.81.127,2,Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,649b3f0c3bd08533708a031bdf3a0ff32a3d6fd5,SET_000061,1
IP,74.125.29.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,3,539297f86ed05d8e12ba8610d9ac1b13d21d9a44,SET_000063,1
IP,173.194.207.113,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,1ee0eedc1b4483268c7f08d5a454842ca6e534c2,SET_000064,1
IP,172.217.10.206,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,73,0e11f414f24bffb5672348357197c0d4b7f3e78a,SET_000065,1
IP,172.217.0.132,2,Securifi Almond_YT|nVidia Shield_YT,2,nvidia|securifi,TRUE,36,2cdfd376c3e34154867f9565be97db9c0e0e5c02,SET_000066,1
IP,173.194.206.95,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,7,0a31d0e22aa6b72dccca17492d6bed6115088bbf,SET_000067,1
IP,54.152.58.131,2,Roku TV_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,6ff6d1151047a2010148d30ad77d13036f67a7da,SET_000068,1
IP,34.196.1.65,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,2,5c8544a827d5ae98c4488cd61dad6901806bbbe4,SET_000069,1
IP,216.58.218.10,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,17,26b788f9e504b91529f365f591a581ea7ce87a17,SET_000070,1
IP,173.194.219.188,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,651,1f86dc607f0b2e0a0b454be5dec030765ce44e77,SET_000075,1
IP,64.233.177.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,52,7b4c0c7ed67fb39435314f17a7b7dde1fe0336ab,SET_000076,1
IP,64.233.177.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,45,4a8f3584f9314f533f934c318e08bcc816f12959,SET_000077,1
IP,34.233.10.88,2,Roku TV_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,f6e45b7c1475b7ef7d50d3fc0fc7db2bbc37119d,SET_000078,1
IP,64.233.176.139,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,19,eb7972570a3a509650e595c2f56be9a17460f546,SET_000079,1
IP,64.233.176.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,22,c4d7f4f7c6da09f8116e57def9db192c6e072bf7,SET_000080,1
IP,64.233.177.103,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,2,7a338ead5c036a339d730dff14410e12c4b11b61,SET_000081,1
IP,64.233.176.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,18,d2c7f92a0a2292ec200731f61d7760f3d0f861b2,SET_000082,1
IP,64.233.176.101,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,12,e72f9d080dc7276d95260cfa6de55471d1ea6e35,SET_000083,1
IP,64.233.176.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,13,909c67073a1db27a1810f0714ad943079a538d44,SET_000084,1
IP,64.233.176.102,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,12,6155d4b50cdd08fa768bd6bb5b7b47b5c5bcbe89,SET_000085,1
IP,172.217.164.42,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,11,2ac11c9eb0d719aa13fc80ca15e5cb3ae2ba0709,SET_000086,1
IP,34.192.136.50,3,Roku TV_YT|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,c7b1c73a8195dcf82c00215b9db495914b3a99cd,SET_000087,1
IP,173.194.206.101,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,2,1141a229c5e678d6185c75fbef37abae09b7607a,SET_000088,1
IP,74.125.136.106,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,3,0c080371ab62e367374ae7f84369f5775c2d3d39,SET_000093,1
IP,74.125.138.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,112,ae308997ee76a660492f61f4c06801527d144127,SET_000094,1
IP,173.194.206.102,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,7,d4d297cfba1e4ed2c73e2647ef630e74ea489d3f,SET_000095,1
IP,173.194.66.95,2,Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,4,d2f4345654fca5466ba0059d372e37578e7d5e91,SET_000096,1
IP,34.235.30.66,3,Roku TV_YT|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,5,3fa4c99e7849e5558c744e0d08dad4d21d3ce4e8,SET_000097,1
IP,64.233.185.188,2,Google Home Mini_YT|nVidia Shield_YT,2,google|nvidia,TRUE,54,2fdce3a737175bf4e7b8b8a8dde649d7f9dc9cdd,SET_000098,1
IP,172.217.4.14,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,37,a91b4ad6cb01416e67b56170f49afb362b54bfe0,SET_000099,1
IP,172.217.13.10,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,12,198d111f1a4d1b52c04a584df11437d4c5919027,SET_000100,1
IP,34.233.137.75,2,Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,2,82f6146272dc3ea2758157266434ddf60a62ac34,SET_000101,1
IP,173.194.175.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,c5bfa4b17e8f05f2af370e027e9596adf2d92862,SET_000102,1
IP,74.125.192.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,4,746e9a5ff87ea0330478af9f42c025c9b239905b,SET_000103,1
IP,50.19.205.119,2,Roku TV_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,26d2f58a125300147e90961d63e3f8f5b023ae40,SET_000104,1
IP,172.217.3.238,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,77,8db415ac8ffeaf9883f1ddf316c0db276f392ca9,SET_000105,1
IP,64.233.185.95,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,24,bf7a1ec87a1f9d0a8bcd3be9220819e292f20644,SET_000107,1
IP,173.194.175.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,10,1667feea8545526484f4b2c02ce987de976dbebf,SET_000108,1
IP,216.58.217.234,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,26,4ad6252b164bd40aece46b96a35074a8739f8d1a,SET_000109,1
IP,52.207.115.251,2,Amazon Fire TV_Mon(us)|nVidia Shield_YT,2,amazon|nvidia,TRUE,2,a935ef9675812a687f960613697e29eaf75a56f1,SET_000110,1
IP,74.125.196.188,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,201,5500aa06641da026d49a7ca777766b263642cb1c,SET_000111,1
IP,54.86.15.147,2,Roku TV_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,5,c3e43bf524010373a1f46fbc8dab8558c6f9bf1b,SET_000112,1
IP,172.217.10.174,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,31,05205c4dbadd5da9624c0e878731c536fd82f24e,SET_000113,1
IP,173.194.68.100,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,7f34a358c27e25a2acecf2830ec35f3199c6bf36,SET_000114,1
IP,34.232.132.191,3,Roku TV_YT|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,5,e5f07319e9e83391d0e758b60edc882c84ae243d,SET_000115,1
IP,172.217.2.35,2,Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,6,66acae0b4d7830b2bd6e879e6f3703bc58bbf235,SET_000117,1
IP,74.125.196.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,540,f7d12b7c8eeed7dcfd264a551427c8156f89648d,SET_000118,1
IP,64.233.177.97,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,2,73b3a09d5f39f457941ecc66f761df73e3ec846e,SET_000119,1
IP,52.1.201.22,2,Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,3,8d806f94d9905651099445a68d19af0660989605,SET_000120,1
IP,34.206.137.106,2,Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,5,02b6a550e45cd06b138cb895fff32b21bf6088d1,SET_000121,1
IP,173.194.204.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,5,d3da045182f5cb68c1dff3ff253eeb18f69561cb,SET_000123,1
IP,173.194.204.138,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,7,758828fc686226b9ed13fa436149d383184473d2,SET_000124,1
IP,74.125.196.113,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,465,a7b56e7773787e5c79b04c90c4b2eb82bb487da0,SET_000125,1
IP,52.205.160.89,3,Roku TV_YT|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,4,2da8021ae86cab39b5d696dfee8c724b4a0865b0,SET_000126,1
IP,74.125.136.99,2,Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,8,64b4d5649de1631de8f953d1a2444f9fd6a3665e,SET_000127,1
IP,173.194.207.139,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,4,0ff21e4a3a29c280ef4d63085fa8c987c57291ce,SET_000128,1
IP,173.194.204.101,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,5,501bb6d7b62eb41b2a4c2d7002d69acf1586812c,SET_000129,1
IP,108.177.122.188,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,163,9fe35ce39091600add8fd2064b2e71724a3ad15b,SET_000131,1
IP,74.125.136.147,2,Samsung Smart TV_YT|nVidia Shield_YT,2,nvidia|samsung,TRUE,7,afef6c8f7a89ddb019fdee3ca344e8ab5c8dbfbc,SET_000132,1
IP,172.217.164.46,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,4,2853e422bcaf8690dcaa246e6b5256450ab4c5d7,SET_000133,1
IP,52.22.161.82,3,Roku TV_YT|Roku4_YT|nVidia Shield_YT,2,nvidia|roku,TRUE,4,2aa6370e48a0da0c043806f52fa38a3e8140f0c9,SET_000134,1
IP,74.125.21.106,3,Google Home Mini_YT|Google Home_YT|nVidia Shield_YT,2,google|nvidia,TRUE,5,b49394c8a929889a53dc689f2badbed323b150db,SET_000136,1
IP,52.81.14.33,2,Philips Light_selfdata|Wiz Light_selfdata,2,philips|wiz,TRUE,10,9a6fee8fce2bb3cb5b5fb502718fb888475d6439,SET_000138,1
IP,52.80.242.139,2,Philips Light_selfdata|Wiz Light_selfdata,2,philips|wiz,TRUE,5,ca6d7f5923e13b18e087d25660adcbd9cdbcd6c7,SET_000139,1
IP,223.109.185.204,2,Lenovo Camera_selfdata|Pisen Camera_selfdata,2,lenovo|pisen,TRUE,2,2cbe26b56820f865db60467d1bb30f8cb69779fe,SET_000148,1
IP,223.109.147.63,2,Pisen Camera_selfdata|Xiaopai Camera_selfdata,2,pisen|xiaopai,TRUE,3,7d8d923a88972cc2521a677e380d9a8cff5ea09a,SET_000149,1
IP,223.109.149.110,2,Lenovo Camera_selfdata|Pisen Camera_selfdata,2,lenovo|pisen,TRUE,3,82d05c856290bf1155848bbc315378860523e1ba,SET_000151,1
IP,223.109.185.251,2,Pisen Camera_selfdata|Xiaobai Camera_selfdata,2,pisen|xiaobai,TRUE,2,b0f6e20d3a04ffa2e87883ec4e101c6d43339452,SET_000154,1
IP,101.132.32.139,2,Pisen Camera_selfdata|Tenda Camera_selfdata,2,pisen|tenda,TRUE,3,5787ab5a1aeef8b36f2dff098474f42a2c1680d6,SET_000155,1
IP,223.109.186.181,2,Lenovo Camera_selfdata|Pisen Camera_selfdata,2,lenovo|pisen,TRUE,2,d3576a27b3777223be1334aa5b3d56c57ebeb16f,SET_000157,1
IP,223.109.149.44,2,Pisen Camera_selfdata|Xiaobai Camera_selfdata,2,pisen|xiaobai,TRUE,2,0f8de2184d2d094cccef49e14fd6423be863c859,SET_000158,1
IP,223.109.149.62,2,Pisen Camera_selfdata|Xiaobai Camera_selfdata,2,pisen|xiaobai,TRUE,2,f0e5caf9349032616df0b83c311d2dc210300523,SET_000159,1
IP,223.109.149.9,2,Pisen Camera_selfdata|Xiaobai Camera_selfdata,2,pisen|xiaobai,TRUE,3,0952132bb2bcde45858ee8b02fca149112986133,SET_000160,1
IP,47.88.59.209,3,Roku TV_IoTLS|Yi Camera_Mon(uk)|Yi Camera_Mon(us),2,roku|yi,TRUE,183,ec0cd737a6e247c9fef992f5d57d5f7376ad2cdf,SET_000165,1
IP,47.90.240.160,3,Roku TV_IoTLS|Yi Camera_Mon(uk)|Yi Camera_Mon(us),2,roku|yi,TRUE,223,6afe51fd964dce0db5d38f8474c055e52ea07963,SET_000166,1
